edition,round,score1,score2,team1,team2,url,venue,year,,,,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Venezuela,Argentina,2014_BRAZIL_PR.htm,Puerto_la_Cruz.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Grenada,Saint Vincent & The Grenadines,2014_BRAZIL_PR.htm,St._Georges.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,5,(0,3),Sao Tome and Principe,Congo,2014_BRAZIL_PR.htm,Sí£o_Tomí©.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,4,(0,1),Djibouti ,Namibia,2014_BRAZIL_PR.htm,Djibouti.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Comoros,Mozambique,2014_BRAZIL_PR.htm,Mitsamiouli.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Eritrea,Rwanda,2014_BRAZIL_PR.htm,Asmara.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,3,(0,2),Swaziland,D.R. Congo,2014_BRAZIL_PR.htm,Lobamba.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Guinea,Madagascar,2014_BRAZIL_PR.htm,Malabo.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,1),Chad,Tanzania,2014_BRAZIL_PR.htm,Ndjamí©na.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Guinea,Bissau,Togo,2014_BRAZIL_PR.htm,Bissau.,2011,,,,,
2014,BRAZIL,PRELIMINARY,0,3,(0,1),Seychelles,Kenya,2014_BRAZIL_PR.htm,Victoria.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Lesotho,Burundi,2014_BRAZIL_PR.htm,Maseru.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Iraq,China,2014_BRAZIL_PR.htm,Doha.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Jordan,Singapore,2014_BRAZIL_PR.htm,Amman.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,0),United Arab Emirates,South Korea,2014_BRAZIL_PR.htm,Dubai.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Kuwait,Lebanon,2014_BRAZIL_PR.htm,Kuwait.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,4,(0,1),Tajikistan,Japan,2014_BRAZIL_PR.htm,Dushanbe.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Uzbekistan,South Korea,2014_BRAZIL_PR.htm,Tashkent.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Oman,Australia,2014_BRAZIL_PR.htm,Muscat.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(0,0),Saudi Arabia,Thailand,2014_BRAZIL_PR.htm,Riyadh.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Bahrain,Iran,2014_BRAZIL_PR.htm,Manama.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(2,0),Qatar,Indonesia,2014_BRAZIL_PR.htm,Doha.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(2,0),Dominican Republic,Cayman Islands,2014_BRAZIL_PR.htm,San_Cristí_bal.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,3,(0,1),Surinam,El Salvador,2014_BRAZIL_PR.htm,Paramaribo.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,1),Bermuda,Barbados,2014_BRAZIL_PR.htm,Prospect.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,0),Guyana,Trinidad and Tobago,2014_BRAZIL_PR.htm,Georgetown.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Nicaragua,Dominica,2014_BRAZIL_PR.htm,Managua.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Saint Kitts & Nevis,Canada,2014_BRAZIL_PR.htm,Basseterre.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,4,(0,2),Saint Lucia,Puerto Rico,2014_BRAZIL_PR.htm,Bayamí_n.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Belize,Saint Vincent & The Grenadines,2014_BRAZIL_PR.htm,Belmopan.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(3,0),Guatemala,Grenada,2014_BRAZIL_PR.htm,Guatemala.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,3,(0,3),US Virgin Islands,Curacao,2014_BRAZIL_PR.htm,Frederiksted.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Antigua and Barbuda,Haiti ,2014_BRAZIL_PR.htm,St._Johns.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Argentina,Bolivia,2014_BRAZIL_PR.htm,Buenos Aires.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Colombia,Venezuela,2014_BRAZIL_PR.htm,Barranquilla.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(2,0),Uruguay,Chile,2014_BRAZIL_PR.htm,Montevideo.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(0,0),Paraguay,Ecuador,2014_BRAZIL_PR.htm,Asuncií_n.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Somalia,Ethiopia,2014_BRAZIL_PR.htm,Djibouti.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),Cayman Islands,Dominican Republic,2014_BRAZIL_PR.htm,Georgetown.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(0,0),Barbados,Bermuda,2014_BRAZIL_PR.htm,Prospect.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(1,0),Puerto Rico,Saint Lucia,2014_BRAZIL_PR.htm,Mayagí_ez.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Congo,Sao Tome and Principe,2014_BRAZIL_PR.htm,Pointe,Noire.,2011,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(2,0),Namibia,Djibouti ,2014_BRAZIL_PR.htm,Windhoek.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,4,1,(2,0),Mozambique,Comoros,2014_BRAZIL_PR.htm,Maputo.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(1,0),Rwanda,Eritrea,2014_BRAZIL_PR.htm,Kigali.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,5,1,(1,0),D.R. Congo,Swaziland,2014_BRAZIL_PR.htm,Kinshasa.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(0,1),Madagascar,Guinea,2014_BRAZIL_PR.htm,Antananarivo.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Tanzania,Chad,2014_BRAZIL_PR.htm,Dar es Salaam.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Togo,Guinea,Bissau,2014_BRAZIL_PR.htm,Lomí©.,2011,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(3,0),Kenya,Seychelles,2014_BRAZIL_PR.htm,Nairobi.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(1,2),Burundi,Lesotho,2014_BRAZIL_PR.htm,Bujumbura.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,3,(1,0),Jordan,Iraq,2014_BRAZIL_PR.htm,Amman.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,4,(0,1),Singapore,China,2014_BRAZIL_PR.htm,Singapore.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(2,1),Lebanon,South Korea,2014_BRAZIL_PR.htm,Beirut.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(0,1),Kuwait,United Arab Emirates,2014_BRAZIL_PR.htm,Kuwait.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),South Korea,Japan,2014_BRAZIL_PR.htm,Pyongyang.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(1,0),Uzbekistan,Tajikistan,2014_BRAZIL_PR.htm,Tashkent.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Thailand,Australia,2014_BRAZIL_PR.htm,Bangkok.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Saudi Arabia,Oman,2014_BRAZIL_PR.htm,Riyadh.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Qatar,Bahrain,2014_BRAZIL_PR.htm,Doha.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,4,(1,3),Indonesia,Iran,2014_BRAZIL_PR.htm,Jakarta.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(1,0),El Salvador,Surinam,2014_BRAZIL_PR.htm,San_Salvador.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(0,0),Trinidad and Tobago,Guyana,2014_BRAZIL_PR.htm,Port_of_Spain.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(2,0),Panama,Dominica,2014_BRAZIL_PR.htm,Panamíç.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(3,0),Canada,Saint Kitts & Nevis,2014_BRAZIL_PR.htm,Toronto.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,0),Saint Vincent & The Grenadines,Belize,2014_BRAZIL_PR.htm,Kingstown.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,4,(1,0),Grenada,Guatemala,2014_BRAZIL_PR.htm,St._Georges.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(0,1),Haiti ,Antigua and Barbuda,2014_BRAZIL_PR.htm,Port,au,Prince.,2011,,,,
2014,BRAZIL,PRELIMINARY,6,1,(2,0),Curacao,US Virgin Islands,2014_BRAZIL_PR.htm,Willemstad.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,0),Colombia,Argentina,2014_BRAZIL_PR.htm,Barranquilla.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(0,0),Ecuador,Peru ,2014_BRAZIL_PR.htm,Quito.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Chile,Paraguay,2014_BRAZIL_PR.htm,Santiago.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Venezuela,Bolivia,2014_BRAZIL_PR.htm,San_Cristí_bal.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,5,0,(1,0),Ethiopia,Somalia,2014_BRAZIL_PR.htm,Addis Ababa.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,0),American Samoa,Tonga,2014_BRAZIL_PR.htm,Apia.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,3,(1,2),Cook Islands,Samoa,2014_BRAZIL_PR.htm,Apia.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),American Samoa,Cook Islands,2014_BRAZIL_PR.htm,Apia.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Samoa,Tonga,2014_BRAZIL_PR.htm,Apia.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,1),Tonga,Cook Islands,2014_BRAZIL_PR.htm,Apia.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Samoa,American Samoa,2014_BRAZIL_PR.htm,Apia.,2011,,,,,,
2014,BRAZIL,PRELIMINARY,7,1,(4,1),Iraq,Singapore,2014_BRAZIL_PR.htm,Doha.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(1,0),China,Jordan,2014_BRAZIL_PR.htm,Guangzhou.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(0,0),South Korea,Kuwait,2014_BRAZIL_PR.htm,Seoul.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,2,(2,2),United Arab Emirates,Lebanon,2014_BRAZIL_PR.htm,Abu Dhabi.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),Tajikistan,South Korea,2014_BRAZIL_PR.htm,Khujand.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Japan,Uzbekistan,2014_BRAZIL_PR.htm,Toyota.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Oman,Thailand,2014_BRAZIL_PR.htm,Muscat.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,2,(1,2),Australia,Saudi Arabia,2014_BRAZIL_PR.htm,Melbourne.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,10,0,(4,0),Bahrain,Indonesia,2014_BRAZIL_PR.htm,Manama.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(1,1),Iran,Qatar,2014_BRAZIL_PR.htm,Tehran.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,5,(0,1),Vanuatu,New Caledonia,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,10,(0,4),Samoa,Tahiti,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,1),Bolivia,Chile,2014_BRAZIL_PR.htm,La_Paz.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(3,0),Argentina,Ecuador,2014_BRAZIL_PR.htm,Buenos Aires.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Uruguay,Venezuela,2014_BRAZIL_PR.htm,Montevideo.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,1),Fiji,New Zealand,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Solomon Islands,Papua New Guinea,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Central African Republic ,(Centrafrique),Botswana,2014_BRAZIL_PR.htm,Bangui.,2012,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(2,0),Sierra Leone,Cape Verde,2014_BRAZIL_PR.htm,Freetown.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(0,1),Tunisia,Guinea,2014_BRAZIL_PR.htm,Monastir.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Gambia,Morocco,2014_BRAZIL_PR.htm,Bakau.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Ivory Coast,Tanzania,2014_BRAZIL_PR.htm,Abidjan.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,7,0,(3,0),Ghana,Lesotho,2014_BRAZIL_PR.htm,Kumasi.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(0,0),Sudan,Zambia,2014_BRAZIL_PR.htm,Khartoum.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Burkina Faso,Congo,2014_BRAZIL_PR.htm,Ouagadougou.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Kenya,Malawi,2014_BRAZIL_PR.htm,Nairobi.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(0,0),Egypt,Mozambique,2014_BRAZIL_PR.htm,Alexandria.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(2,0),Algeria,Rwanda,2014_BRAZIL_PR.htm,Blida.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Cameroon,D.R. Congo,2014_BRAZIL_PR.htm,Yaoundí©.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(1,1),Senegal,Liberia,2014_BRAZIL_PR.htm,Dakar.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Peru ,Colombia,2014_BRAZIL_PR.htm,Lima.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Uzbekistan,Iran,2014_BRAZIL_PR.htm,Tashkent.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Lebanon,Qatar,2014_BRAZIL_PR.htm,Beirut.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Jordan,Iraq,2014_BRAZIL_PR.htm,Amman.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(1,0),Japan,Oman,2014_BRAZIL_PR.htm,Saitama.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,5,0,(2,0),Vanuatu,Samoa,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,3,(3,0),Tahiti,New Caledonia,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),South Africa,Ethiopia,2014_BRAZIL_PR.htm,Rustenburg.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Niger,Gabon,2014_BRAZIL_PR.htm,Niamey.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Nigeria,Namibia,2014_BRAZIL_PR.htm,Calabar.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,1),Zimbabwe,Guinea,2014_BRAZIL_PR.htm,Harare.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Benin,Mali,2014_BRAZIL_PR.htm,Cotonou.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Togo,Libya,2014_BRAZIL_PR.htm,Lomí©.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Angola,Uganda,2014_BRAZIL_PR.htm,Luanda.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Fiji,Solomon Islands,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(0,1),Papua New Guinea,New Zealand,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,1,(2,0),Tahiti,Vanuatu,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,9,0,(6,0),New Caledonia,Samoa,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),Papua New Guinea,Fiji,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),New Zealand,Solomon Islands,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(2,0),United States,Antigua and Barbuda,2014_BRAZIL_PR.htm,Tampa.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,0),Jamaica,Guatemala,2014_BRAZIL_PR.htm,Kingston.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(2,0),Mexico ,Guyana,2014_BRAZIL_PR.htm,Mí©xico D.F.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(2,1),Costa Rica,El Salvador,2014_BRAZIL_PR.htm,San_Josí©.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,0),Honduras,Panama,2014_BRAZIL_PR.htm,San_Pedro_Sula.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Cuba,Canada,2014_BRAZIL_PR.htm,La_Habana.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Lebanon,Uzbekistan,2014_BRAZIL_PR.htm,Beirut.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,4,(1,1),Qatar,South Korea,2014_BRAZIL_PR.htm,Doha.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Oman,Australia,2014_BRAZIL_PR.htm,Muscat.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,6,0,(4,0),Japan,Jordan,2014_BRAZIL_PR.htm,Saitama.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Tahiti,Solomon Islands,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(0,0),New Caledonia,New Zealand,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(1,0),Bolivia,Paraguay,2014_BRAZIL_PR.htm,La_Paz.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,0),Venezuela,Chile,2014_BRAZIL_PR.htm,Puerto_la_Cruz.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Botswana,South Africa,2014_BRAZIL_PR.htm,Gaborone.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(2,2),Guinea,Sierra Leone,2014_BRAZIL_PR.htm,Malabo.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,1),Cape Verde,Tunisia,2014_BRAZIL_PR.htm,Praia.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(1,1),Morocco,Ivory Coast,2014_BRAZIL_PR.htm,Marrakech.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Zambia,Ghana,2014_BRAZIL_PR.htm,Ndola.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Congo,Niger,2014_BRAZIL_PR.htm,Pointe,Noire.,2012,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Gabon,Burkina Faso,2014_BRAZIL_PR.htm,Libreville.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Namibia,Kenya,2014_BRAZIL_PR.htm,Windhoek.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Malawi,Nigeria,2014_BRAZIL_PR.htm,Blantyre.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),Uganda,Senegal,2014_BRAZIL_PR.htm,Kampala.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,2,(2,1),Uruguay,Peru ,2014_BRAZIL_PR.htm,Montevideo.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Ecuador,Colombia,2014_BRAZIL_PR.htm,Quito.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,4,(0,3),Solomon Islands,New Zealand,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Tahiti,New Caledonia,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Ethiopia,Central African Republic ,(Centrafrique),2014_BRAZIL_PR.htm,Addis Ababa.,2012,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(0,1),Tanzania,Gambia,2014_BRAZIL_PR.htm,Dar es Salaam.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Lesotho,Sudan,2014_BRAZIL_PR.htm,Maseru.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,3,(1,0),Guinea,Egypt,2014_BRAZIL_PR.htm,Conakry.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Mozambique,Zimbabwe,2014_BRAZIL_PR.htm,Maputo.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Rwanda,Benin,2014_BRAZIL_PR.htm,Kigali.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,1),Mali,Algeria,2014_BRAZIL_PR.htm,Ouagadougou.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,1),Libya,Cameroon,2014_BRAZIL_PR.htm,Sfax.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),D.R. Congo,Togo,2014_BRAZIL_PR.htm,Kinshasa.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Liberia,Angola,2014_BRAZIL_PR.htm,Monrovia.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),Guatemala,United States,2014_BRAZIL_PR.htm,Guatemala.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Antigua and Barbuda,Jamaica,2014_BRAZIL_PR.htm,St._Johns.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(0,0),El Salvador,Mexico ,2014_BRAZIL_PR.htm,San_Salvador.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,4,(0,2),Guyana,Costa Rica,2014_BRAZIL_PR.htm,Georgetown.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Canada,Honduras,2014_BRAZIL_PR.htm,Toronto.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Panama,Cuba,2014_BRAZIL_PR.htm,Panamíç.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(1,0),South Korea,Lebanon,2014_BRAZIL_PR.htm,Goyang.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Iran,Qatar,2014_BRAZIL_PR.htm,Tehran.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Iraq,Oman,2014_BRAZIL_PR.htm,Doha.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Australia,Japan,2014_BRAZIL_PR.htm,Brisbane.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Croatia,Macedonia,2014_BRAZIL_PR.htm,Zagreb.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,1),Wales,Belgium,2014_BRAZIL_PR.htm,Cardiff.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(1,2),Bulgaria,Italy,2014_BRAZIL_PR.htm,Sofija.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Malta,Armenia,2014_BRAZIL_PR.htm,TaQali.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,0),Kazakhstan,Ireland,2014_BRAZIL_PR.htm,Astana.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(1,0),Germany,Faroe Islands,2014_BRAZIL_PR.htm,Hannover.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,5,(0,2),Andorra,Hungary,2014_BRAZIL_PR.htm,Andorra la Vella.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,0),Estonia,Romania ,2014_BRAZIL_PR.htm,Tallinn.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Netherlands,Turkey,2014_BRAZIL_PR.htm,Amsterdam.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(1,1),Albania,Cyprus,2014_BRAZIL_PR.htm,Tiraní‚.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Iceland,Norway,2014_BRAZIL_PR.htm,Reykjaví_k.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,1),Slovenia,Switzerland ,2014_BRAZIL_PR.htm,Ljubljana.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Azerbaijan,Israel,2014_BRAZIL_PR.htm,Baku.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,1),Luxembourg ,Portugal,2014_BRAZIL_PR.htm,Luxembourg.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Russia,Northern Ireland,2014_BRAZIL_PR.htm,Moskva.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,0),Latvia,Greece,2014_BRAZIL_PR.htm,RÛ‚ga.,2012,,,,,,
