edition,round,score1,score2,team1,team2,url,venue,year,,,,,,,,,
1954,SWITZERLAND,PRELIMINARY,3,1,(0,1),Mexico ,United States,1954_SWITZERLAND_PR.htm,Mí©xico D.F.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,5,1,(1,1),Italy,Egypt,1954_SWITZERLAND_PR.htm,Milano.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,4,0,(1,0),Paraguay,Chile,1954_SWITZERLAND_PR.htm,Asuncií_n.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,1,3,(1,1),Chile,Paraguay,1954_SWITZERLAND_PR.htm,Santiago.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,0,2,(0,1),Chile,Brazil ,1954_SWITZERLAND_PR.htm,Santiago.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,0,1,(0,0),Luxembourg ,Ireland,1954_SWITZERLAND_PR.htm,Luxembourg.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,0,1,(0,0),Paraguay,Brazil ,1954_SWITZERLAND_PR.htm,Asuncií_n.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,1,5,(1,2),Japan,South Korea,1954_SWITZERLAND_PR.htm,Tokyo.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,0,2,(0,0),Israel,Greece,1954_SWITZERLAND_PR.htm,Tel Aviv.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,1,0,(1,0),Turkey,Spain ,1954_SWITZERLAND_PR_GD.htm#WC,54,I,1,ÛÁstanbul.,1954,,,
1954,SWITZERLAND,PRELIMINARY,1,0,(1,0),Brazil ,Chile,1954_SWITZERLAND_PR.htm,Rio de Janeiro.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,2,2,(2,1),South Korea,Japan,1954_SWITZERLAND_PR.htm,Tokyo.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,2,2,(1,1),Turkey,Spain ,1954_SWITZERLAND_PR_GD.htm#WC,54,I,1,Roma.,1954,,,
1954,SWITZERLAND,PRELIMINARY,0,1,(0,0),Israel,Yugoslavia ,1954_SWITZERLAND_PR.htm,Tel Aviv.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,4,1,(0,0),Brazil ,Paraguay,1954_SWITZERLAND_PR.htm,Rio de Janeiro.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,1,3,(0,1),Saarland,Germany,1954_SWITZERLAND_PR.htm,Saarbrí_cken.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,0,1,(0,0),Greece,Yugoslavia ,1954_SWITZERLAND_PR.htm,Athí_na.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,1,2,(0,1),Wales,Northern Ireland,1954_SWITZERLAND_PR.htm,Wrexham.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,2,4,(1,1),Scotland,England,1954_SWITZERLAND_PR.htm,Glasgow.,1954,,,,,,
1954,SWITZERLAND,PRELIMINARY,2,3,(0,1),Haiti ,United States,1954_SWITZERLAND_PR.htm,Port,au,Prince.,1954,,,,
1954,SWITZERLAND,PRELIMINARY,3,0,(2,0),United States,Haiti ,1954_SWITZERLAND_PR.htm,Port,au,Prince.,1954,,,,
1954,SWITZERLAND,GROUP_STAGE,1,0,(1,0),Yugoslavia ,France,1954_SWITZERLAND_FS.htm#76,WC,54,I,Lausanne.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,5,0,(4,0),Brazil ,Mexico ,1954_SWITZERLAND_FS.htm#77,WC,54,I,GeníÂve.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,1,0,(1,0),Austria,Scotland,1954_SWITZERLAND_FS.htm#85,WC,54,I,Zí_rich.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,2,0,(0,0),Uruguay,Czechoslovakia,1954_SWITZERLAND_FS.htm#86,WC,54,I,Bern.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,2,1,(1,1),Switzerland ,Italy,1954_SWITZERLAND_FS.htm#89,WC,54,I,Lausanne.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,9,0,(4,0),Hungary,South Korea,1954_SWITZERLAND_FS.htm#80,WC,54,I,Zí_rich.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,4,1,(1,1),Germany,Turkey,1954_SWITZERLAND_FS.htm#81,WC,54,I,Bern.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,4,4,(2,1) ,(a.e.t.),England,Belgium,1954_SWITZERLAND_FS.htm#90,WC,54,I,Basel.,1954,,
1954,SWITZERLAND,GROUP_STAGE,7,0,(2,0),Uruguay,Scotland,1954_SWITZERLAND_FS.htm#87,WC,54,I,Basel.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,1,1,(0,0) ,(a.e.t.),Brazil ,Yugoslavia ,1954_SWITZERLAND_FS.htm#78,WC,54,I,Lausanne.,1954,,
1954,SWITZERLAND,GROUP_STAGE,5,0,(4,0),Austria,Czechoslovakia,1954_SWITZERLAND_FS.htm#88,WC,54,I,Zí_rich.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,3,2,(1,0),France,Mexico ,1954_SWITZERLAND_FS.htm#79,WC,54,I,GeníÂve.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,8,3,(3,1),Hungary,Germany,1954_SWITZERLAND_FS.htm#82,WC,54,I,Basel.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,7,0,(4,0),Turkey,South Korea,1954_SWITZERLAND_FS.htm#83,WC,54,I,GeníÂve.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,4,1,(1,0),Italy,Belgium,1954_SWITZERLAND_FS.htm#91,WC,54,I,Lugano.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,2,0,(1,0),England,Switzerland ,1954_SWITZERLAND_FS.htm#92,WC,54,I,Bern.,1954,,,
1954,SWITZERLAND,GROUP_STAGE,7,2,(3,1) ,(r.),Germany,Turkey,1954_SWITZERLAND_FS.htm#84,WC,54,I,Zí_rich.,1954,,
1954,SWITZERLAND,GROUP_STAGE,4,1,(1,0) ,(r.),Switzerland ,Italy,1954_SWITZERLAND_FS.htm#93,WC,54,I,Basel.,1954,,
1954,SWITZERLAND,1/4_FINAL,4,2,(2,1),Uruguay,England,1954_SWITZERLAND_FS.htm#94,WC,54,II,Basel.,1954,,,
1954,SWITZERLAND,1/4_FINAL,7,5,(5,4),Austria,Switzerland ,1954_SWITZERLAND_FS.htm#95,WC,54,II,Lausanne.,1954,,,
1954,SWITZERLAND,1/4_FINAL,4,2,(2,1),Hungary,Brazil ,1954_SWITZERLAND_FS.htm#96,WC,54,II,Bern.,1954,,,
1954,SWITZERLAND,1/4_FINAL,2,0,(1,0),Germany,Yugoslavia ,1954_SWITZERLAND_FS.htm#97,WC,54,II,GeníÂve.,1954,,,
1954,SWITZERLAND,1/2_FINAL,4,2,(1,0) ,(a.e.t.),Hungary,Uruguay,1954_SWITZERLAND_FS.htm#98,WC,54,III,Lausanne.,1954,,
1954,SWITZERLAND,1/2_FINAL,6,1,(1,0),Germany,Austria,1954_SWITZERLAND_FS.htm#99,WC,54,III,Basel.,1954,,,
1954,SWITZERLAND,PLACES_3&4,3,1,(1,1),Austria,Uruguay,1954_SWITZERLAND_FS.htm#100,WC,54,IV,Zí_rich.,1954,,,
1954,SWITZERLAND,_FINAL,3,2,(2,2),Germany,Hungary,1954_SWITZERLAND_FS.htm#101,WC,54,V,Bern.,1954,,,
1958,SWEDEN,PRELIMINARY,7,0,(2,0),Austria,Luxembourg ,1958_SWEDEN_PR.htm,Wien.,1956,,,,,,
1958,SWEDEN,PRELIMINARY,2,1,(2,0),Ireland,Denmark,1958_SWEDEN_PR.htm,Dublin.,1956,,,,,,
1958,SWEDEN,PRELIMINARY,6,3,(4,1),France,Belgium,1958_SWEDEN_PR.htm,Paris.,1956,,,,,,
1958,SWEDEN,PRELIMINARY,5,2,(2,1),England,Denmark,1958_SWEDEN_PR.htm,Wolverhampton.,1956,,,,,,
1958,SWEDEN,PRELIMINARY,1,1,(1,1),Portugal,Northern Ireland,1958_SWEDEN_PR.htm,Lisboa.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,6,(1,4),Guatemala,Costa Rica,1958_SWEDEN_PR.htm,Guatemala.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,3,1,(2,0),Costa Rica,Guatemala,1958_SWEDEN_PR.htm,San_Josí©.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,4,0,(2,0),Costa Rica,Curacao,1958_SWEDEN_PR.htm,San_Josí©.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,0,(0,0),Sudan,Syria,1958_SWEDEN_PR.htm,Khartoum.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,2,(1,1),Spain ,Switzerland ,1958_SWEDEN_PR_GD.htm#WC,58,I,1,Madrid.,1957,,,
1958,SWEDEN,PRELIMINARY,1,3,(1,2),Guatemala,Curacao,1958_SWEDEN_PR.htm,Guatemala.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,4,1,(2,1),Netherlands,Luxembourg ,1958_SWEDEN_PR.htm,Rotterdam.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,6,0,(3,0),Mexico ,United States,1958_SWEDEN_PR.htm,Mí©xico D.F.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,1,(1,0),Peru ,Brazil ,1958_SWEDEN_PR.htm,Lima.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,0,(1,0),Brazil ,Peru ,1958_SWEDEN_PR.htm,Rio de Janeiro.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,0,(1,0),Italy,Northern Ireland,1958_SWEDEN_PR.htm,Roma.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,7,(2,3),United States,Mexico ,1958_SWEDEN_PR.htm,Los Angeles.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,0,(0,0),Wales,Czechoslovakia,1958_SWEDEN_PR.htm,Cardiff.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,3,0,(1,0),Northern Ireland,Portugal,1958_SWEDEN_PR.htm,Belfast.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,0,0,(0,0),Greece,Yugoslavia ,1958_SWEDEN_PR.htm,Athí_na.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,5,1,(4,0),England,Ireland,1958_SWEDEN_PR.htm,London.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,4,2,(2,1),Scotland,Spain ,1958_SWEDEN_PR_GD.htm#WC,58,I,2,Glasgow.,1957,,,
1958,SWEDEN,PRELIMINARY,2,0,(0,0),Indonesia,China,1958_SWEDEN_PR.htm,Jakarta.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,4,(1,1),Denmark,England,1958_SWEDEN_PR.htm,KíŸbenhavn.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,1,(1,0),Ireland,England,1958_SWEDEN_PR.htm,Dublin.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,1,(1,1),Germany,Wales,1958_SWEDEN_PR.htm,Leipzig.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,2,(1,1),Switzerland ,Scotland,1958_SWEDEN_PR.htm,Basel.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,2,(0,1),Norway,Bulgaria,1958_SWEDEN_PR.htm,Oslo.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,1,(0,1),Syria,Sudan,1958_SWEDEN_PR.htm,Damascus.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,0,(1,0),Czechoslovakia,Wales,1958_SWEDEN_PR.htm,Praha.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,3,2,(0,2),Austria,Netherlands,1958_SWEDEN_PR.htm,Wien.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,3,0,(1,0),Portugal,Italy,1958_SWEDEN_PR.htm,Lisboa.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,4,1,(2,0),Spain ,Scotland,1958_SWEDEN_PR_GD.htm#WC,58,I,3,Madrid.,1957,,,
1958,SWEDEN,PRELIMINARY,8,0,(5,0),France,Iceland,1958_SWEDEN_PR.htm,Nantes.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,4,3,(2,1),China,Indonesia,1958_SWEDEN_PR.htm,Beijing.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,8,3,(7,1),Belgium,Iceland,1958_SWEDEN_PR.htm,Bruxelles.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,1,(1,1),Norway,Hungary,1958_SWEDEN_PR.htm,Oslo.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,3,1,(0,1),Czechoslovakia,Germany,1958_SWEDEN_PR.htm,Brno.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,2,(1,1),Greece,Romania ,1958_SWEDEN_PR.htm,Athí_na.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,1,(1,0),Colombia,Uruguay,1958_SWEDEN_PR.htm,Bogotíç.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,3,(1,1),Colombia,Paraguay,1958_SWEDEN_PR.htm,Bogotíç.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,5,1,(2,1),Canada,United States,1958_SWEDEN_PR.htm,Toronto.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,4,1,(3,0),Hungary,Bulgaria,1958_SWEDEN_PR.htm,Budapest.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,3,0,(1,0),Russia,Poland ,1958_SWEDEN_PR.htm,Moskva.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,0,0,(0,0),Indonesia,China,1958_SWEDEN_PR.htm,Rangoon.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,0,(0,0),Uruguay,Colombia,1958_SWEDEN_PR.htm,Montevideo.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,0,3,(0,1),Canada,Mexico ,1958_SWEDEN_PR.htm,Mí©xico D.F.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,0,(2,0),Mexico ,Canada,1958_SWEDEN_PR.htm,Mí©xico D.F.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,3,(0,1),Finland,Poland ,1958_SWEDEN_PR.htm,Helsinki.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,3,(1,3),United States,Canada,1958_SWEDEN_PR.htm,St._Louis.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,3,0,(1,0),Paraguay,Colombia,1958_SWEDEN_PR.htm,Asuncií_n.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,5,0,(1,0),Paraguay,Uruguay,1958_SWEDEN_PR.htm,Asuncií_n.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,1,(1,1),Russia,Finland,1958_SWEDEN_PR.htm,Moskva.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,0,(1,0),Uruguay,Paraguay,1958_SWEDEN_PR.htm,Montevideo.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,2,(0,1),Curacao,Costa Rica,1958_SWEDEN_PR.htm,Willemstad.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,0,(w.o.),Curacao,Guatemala,1958_SWEDEN_PR.htm,Willemstad.,1957,,,,,,,
1958,SWEDEN,PRELIMINARY,0,10,(0,7),Finland,Russia,1958_SWEDEN_PR.htm,Helsinki.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,5,(0,2),Iceland,France,1958_SWEDEN_PR.htm,Reykjaví_k.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,5,(1,2),Iceland,Belgium,1958_SWEDEN_PR.htm,Reykjaví_k.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,5,(1,4),Luxembourg ,Netherlands,1958_SWEDEN_PR.htm,Rotterdam.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,2,(1,2),Bulgaria,Hungary,1958_SWEDEN_PR.htm,Sofija.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,1,(1,1),Chile,Bolivia,1958_SWEDEN_PR.htm,Santiago.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,4,1,(3,0),Wales,Germany,1958_SWEDEN_PR.htm,Cardiff.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,1,(0,1),Netherlands,Austria,1958_SWEDEN_PR.htm,Amsterdam.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,0,3,(0,1),Luxembourg ,Austria,1958_SWEDEN_PR.htm,Luxembourg.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,1,(0,0),Romania ,Yugoslavia ,1958_SWEDEN_PR.htm,BucureÅôti.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,3,0,(1,0),Bolivia,Chile,1958_SWEDEN_PR.htm,La_Paz.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,0,2,(0,0),Denmark,Ireland,1958_SWEDEN_PR.htm,KíŸbenhavn.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,0,(1,0),Bolivia,Argentina,1958_SWEDEN_PR.htm,La_Paz.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,0,2,(0,1),Chile,Argentina,1958_SWEDEN_PR.htm,Santiago.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,1,(1,0),Poland ,Russia,1958_SWEDEN_PR.htm,Chorzí_w.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,4,0,(4,0),Argentina,Chile,1958_SWEDEN_PR.htm,Buenos Aires.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,0,(0,0),Mexico ,Costa Rica,1958_SWEDEN_PR.htm,Mí©xico D.F.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,0,0,(0,0),Belgium,France,1958_SWEDEN_PR.htm,Bruxelles.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,4,(1,3),Germany,Czechoslovakia,1958_SWEDEN_PR.htm,Leipzig.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,4,0,(1,0),Argentina,Bolivia,1958_SWEDEN_PR.htm,Buenos Aires.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,1,(1,1),Costa Rica,Mexico ,1958_SWEDEN_PR.htm,San_Josí©.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,7,0,(3,0),Bulgaria,Norway,1958_SWEDEN_PR.htm,Sofija.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,4,0,(2,0),Poland ,Finland,1958_SWEDEN_PR.htm,Warszawa.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,3,0,(0,0),Romania ,Greece,1958_SWEDEN_PR.htm,BucureÅôti.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,3,2,(1,1),Scotland,Switzerland ,1958_SWEDEN_PR.htm,Glasgow.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,5,0,(2,0),Hungary,Norway,1958_SWEDEN_PR.htm,Budapest.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,4,1,(2,1),Yugoslavia ,Greece,1958_SWEDEN_PR.htm,Beograd.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,0,(0,0),Yugoslavia ,Romania ,1958_SWEDEN_PR.htm,Beograd.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,0,(1,0),Russia,Poland ,1958_SWEDEN_PR.htm,Leipzig.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,1,4,(0,2),Switzerland ,Spain ,1958_SWEDEN_PR_GD.htm#WC,58,I,4,Lausanne.,1957,,,
1958,SWEDEN,PRELIMINARY,3,0,(1,0),Italy,Portugal,1958_SWEDEN_PR.htm,Milano.,1957,,,,,,
1958,SWEDEN,PRELIMINARY,2,1,(2,0),Northern Ireland,Italy,1958_SWEDEN_PR.htm,Belfast.,1958,,,,,,
1958,SWEDEN,PRELIMINARY,0,2,(0,1),Israel,Wales,1958_SWEDEN_PR.htm,Tel Aviv.,1958,,,,,,
1958,SWEDEN,PRELIMINARY,2,0,(0,0),Wales,Israel,1958_SWEDEN_PR.htm,Cardiff.,1958,,,,,,
1958,SWEDEN,GROUP_STAGE,3,0,(1,0),Sweden ,Mexico ,1958_SWEDEN_FS.htm#115,WC,58,I,Stockholm.,1958,,,
1958,SWEDEN,GROUP_STAGE,3,1,(2,1),Germany,Argentina,1958_SWEDEN_FS.htm#102,WC,58,I,Malmí_.,1958,,,
1958,SWEDEN,GROUP_STAGE,1,0,(1,0),Northern Ireland,Czechoslovakia,1958_SWEDEN_FS.htm#103,WC,58,I,Halmstad.,1958,,,
1958,SWEDEN,GROUP_STAGE,7,3,(2,2),France,Paraguay,1958_SWEDEN_FS.htm#109,WC,58,I,Norrkí_ping.,1958,,,
1958,SWEDEN,GROUP_STAGE,1,1,(1,0),Yugoslavia ,Scotland,1958_SWEDEN_FS.htm#110,WC,58,I,Ví_sterí«s.,1958,,,
1958,SWEDEN,GROUP_STAGE,1,1,(1,1),Hungary,Wales,1958_SWEDEN_FS.htm#116,WC,58,I,Sandviken.,1958,,,
1958,SWEDEN,GROUP_STAGE,2,2,(0,1),England,Russia,1958_SWEDEN_FS.htm#122,WC,58,I,Gí_teborg.,1958,,,
1958,SWEDEN,GROUP_STAGE,3,0,(1,0),Brazil ,Austria,1958_SWEDEN_FS.htm#123,WC,58,I,Uddevalla.,1958,,,
1958,SWEDEN,GROUP_STAGE,2,2,(0,2),Germany,Czechoslovakia,1958_SWEDEN_FS.htm#104,WC,58,I,Helsingborg.,1958,,,
1958,SWEDEN,GROUP_STAGE,3,1,(1,1),Argentina,Northern Ireland,1958_SWEDEN_FS.htm#105,WC,58,I,Halmstad.,1958,,,
1958,SWEDEN,GROUP_STAGE,3,2,(2,1),Paraguay,Scotland,1958_SWEDEN_FS.htm#111,WC,58,I,Norrkí_ping.,1958,,,
1958,SWEDEN,GROUP_STAGE,3,2,(1,1),Yugoslavia ,France,1958_SWEDEN_FS.htm#112,WC,58,I,Ví_sterí«s.,1958,,,
1958,SWEDEN,GROUP_STAGE,1,1,(1,0),Wales,Mexico ,1958_SWEDEN_FS.htm#117,WC,58,I,Stockholm.,1958,,,
1958,SWEDEN,GROUP_STAGE,0,0,(0,0),Brazil ,England,1958_SWEDEN_FS.htm#124,WC,58,I,Gí_teborg.,1958,,,
1958,SWEDEN,GROUP_STAGE,2,0,(1,0),Russia,Austria,1958_SWEDEN_FS.htm#125,WC,58,I,Borí«s.,1958,,,
1958,SWEDEN,GROUP_STAGE,2,1,(1,0),Sweden ,Hungary,1958_SWEDEN_FS.htm#118,WC,58,I,Stockholm.,1958,,,
1958,SWEDEN,GROUP_STAGE,0,0,(0,0),Sweden ,Wales,1958_SWEDEN_FS.htm#119,WC,58,I,Stockholm.,1958,,,
1958,SWEDEN,GROUP_STAGE,2,2,(1,1),Germany,Northern Ireland,1958_SWEDEN_FS.htm#106,WC,58,I,Malmí_.,1958,,,
1958,SWEDEN,GROUP_STAGE,6,1,(3,0),Czechoslovakia,Argentina,1958_SWEDEN_FS.htm#107,WC,58,I,Helsingborg.,1958,,,
1958,SWEDEN,GROUP_STAGE,2,1,(2,0),France,Scotland,1958_SWEDEN_FS.htm#113,WC,58,I,í_rebro.,1958,,,
1958,SWEDEN,GROUP_STAGE,3,3,(2,1),Yugoslavia ,Paraguay,1958_SWEDEN_FS.htm#114,WC,58,I,Eskilstuna.,1958,,,
1958,SWEDEN,GROUP_STAGE,4,0,(1,0),Hungary,Mexico ,1958_SWEDEN_FS.htm#120,WC,58,I,Sandviken.,1958,,,
1958,SWEDEN,GROUP_STAGE,2,0,(1,0),Brazil ,Russia,1958_SWEDEN_FS.htm#126,WC,58,I,Gí_teborg.,1958,,,
1958,SWEDEN,GROUP_STAGE,2,2,(0,1),England,Austria,1958_SWEDEN_FS.htm#127,WC,58,I,Borí«s.,1958,,,
1958,SWEDEN,GROUP_STAGE,2,1,(1,1) ,(a.e.t.) ,(r.),Northern Ireland,Czechoslovakia,1958_SWEDEN_FS.htm#108,WC,58,I,Malmí_.,1958,
1958,SWEDEN,GROUP_STAGE,2,1,(0,1) ,(r.),Wales,Hungary,1958_SWEDEN_FS.htm#121,WC,58,I,Stockholm.,1958,,
1958,SWEDEN,GROUP_STAGE,1,0,(0,0) ,(r.),Russia,England,1958_SWEDEN_FS.htm#128,WC,58,I,Gí_teborg.,1958,,
1958,SWEDEN,1/4_FINAL,2,0,(0,0),Sweden ,Russia,1958_SWEDEN_FS.htm#129,WC,58,II,Stockholm.,1958,,,
1958,SWEDEN,1/4_FINAL,1,0,(1,0),Germany,Yugoslavia ,1958_SWEDEN_FS.htm#130,WC,58,II,Malmí_.,1958,,,
1958,SWEDEN,1/4_FINAL,4,0,(1,0),France,Northern Ireland,1958_SWEDEN_FS.htm#131,WC,58,II,Norrkí_ping.,1958,,,
1958,SWEDEN,1/4_FINAL,1,0,(0,0),Brazil ,Wales,1958_SWEDEN_FS.htm#132,WC,58,II,Gí_teborg.,1958,,,
1958,SWEDEN,1/2_FINAL,3,1,(1,1),Sweden ,Germany,1958_SWEDEN_FS.htm#133,WC,58,III,Gí_teborg.,1958,,,
1958,SWEDEN,1/2_FINAL,5,2,(2,1),Brazil ,France,1958_SWEDEN_FS.htm#134,WC,58,III,Stockholm.,1958,,,
1958,SWEDEN,PLACES_3&4,6,3,(3,1),France,Germany,1958_SWEDEN_FS.htm#135,WC,58,IV,Gí_teborg.,1958,,,
1958,SWEDEN,_FINAL,5,2,(2,1),Brazil ,Sweden ,1958_SWEDEN_FS.htm#136,WC,58,V,Stockholm.,1958,,,
1962,CHILE,PRELIMINARY,3,2,(1,2),Costa Rica,Guatemala,1962_CHILE_PR.htm,San_Josí©.,1960,,,,,,
1962,CHILE,PRELIMINARY,4,1,(2,0),Ghana,Nigeria,1962_CHILE_PR.htm,Accra.,1960,,,,,,
1962,CHILE,PRELIMINARY,4,4,(1,2),Guatemala,Costa Rica,1962_CHILE_PR.htm,Guatemala.,1960,,,,,,
1962,CHILE,PRELIMINARY,2,1,(2,0),Honduras,Costa Rica,1962_CHILE_PR.htm,Tegucigalpa.,1960,,,,,,
1962,CHILE,PRELIMINARY,2,2,(1,1),Nigeria,Ghana,1962_CHILE_PR.htm,Lagos.,1960,,,,,,
1962,CHILE,PRELIMINARY,5,0,(3,0),Costa Rica,Honduras,1962_CHILE_PR.htm,San_Josí©.,1960,,,,,,
1962,CHILE,PRELIMINARY,1,2,(1,0),Finland,France,1962_CHILE_PR.htm,Helsinki.,1960,,,,,,
1962,CHILE,PRELIMINARY,1,1,(0,1),Honduras,Guatemala,1962_CHILE_PR.htm,Tegucigalpa.,1960,,,,,,
1962,CHILE,PRELIMINARY,0,2,(0,0),Guatemala,Honduras,1962_CHILE_PR.htm,Guatemala.,1960,,,,,,
1962,CHILE,PRELIMINARY,1,2,(1,1),Netherlands,Netherlands,1962_CHILE_PR.htm,Paramaribo.,1960,,,,,,
1962,CHILE,PRELIMINARY,2,0,(0,0),Sweden ,Belgium,1962_CHILE_PR.htm,Stockholm.,1960,,,,,,
1962,CHILE,PRELIMINARY,0,9,(0,4),Luxembourg ,England,1962_CHILE_PR.htm,Luxembourg.,1960,,,,,,
1962,CHILE,PRELIMINARY,3,4,(1,1),Northern Ireland,Germany,1962_CHILE_PR.htm,Belfast.,1960,,,,,,
1962,CHILE,PRELIMINARY,2,1,(1,1),Morocco,Tunisia,1962_CHILE_PR.htm,Casablanca.,1960,,,,,,
1962,CHILE,PRELIMINARY,2,1,(2,1),South Korea,Japan,1962_CHILE_PR.htm,Seoul.,1960,,,,,,
1962,CHILE,PRELIMINARY,3,3,(1,3),United States,Mexico ,1962_CHILE_PR.htm,Los Angeles.,1960,,,,,,
